"","year","Label (Grouping)","state","series","measure","value"
"2549",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Kansas","Total.Uninsured","Estimate",NA
"2550",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Kansas","Uninsured.Share",NA,NA
"2551",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Kentucky","Total","Estimate",NA
"2552",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Kentucky","Total.Uninsured","Estimate",NA
"2553",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Kentucky","Uninsured.Share",NA,NA
"2554",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Louisiana","Total","Estimate",NA
"2555",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Louisiana","Total.Uninsured","Estimate",NA
"2556",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Louisiana","Uninsured.Share",NA,NA
"2557",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Maine","Total","Estimate",NA
"2558",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Maine","Total.Uninsured","Estimate",NA
"2559",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Maine","Uninsured.Share",NA,NA
"2560",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Maryland","Total","Estimate",NA
"2561",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Maryland","Total.Uninsured","Estimate",NA
"2562",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Maryland","Uninsured.Share",NA,NA
"2563",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Massachusetts","Total","Estimate",NA
"2564",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Massachusetts","Total.Uninsured","Estimate",NA
"2565",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Massachusetts","Uninsured.Share",NA,NA
"2566",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Michigan","Total","Estimate",NA
"2567",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Michigan","Total.Uninsured","Estimate",NA
"2568",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Michigan","Uninsured.Share",NA,NA
"2569",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Minnesota","Total","Estimate",NA
"2570",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Minnesota","Total.Uninsured","Estimate",NA
"2571",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Minnesota","Uninsured.Share",NA,NA
"2572",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Mississippi","Total","Estimate",NA
"2573",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Mississippi","Total.Uninsured","Estimate",NA
"2574",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Mississippi","Uninsured.Share",NA,NA
"2575",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Missouri","Total","Estimate",NA
"2576",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Missouri","Total.Uninsured","Estimate",NA
"2577",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Missouri","Uninsured.Share",NA,NA
"2578",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Montana","Total","Estimate",NA
"2579",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Montana","Total.Uninsured","Estimate",NA
"2580",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Montana","Uninsured.Share",NA,NA
"2581",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Nebraska","Total","Estimate",NA
"2582",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Nebraska","Total.Uninsured","Estimate",NA
"2583",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Nebraska","Uninsured.Share",NA,NA
"2584",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Nevada","Total","Estimate",NA
"2585",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Nevada","Total.Uninsured","Estimate",NA
"2586",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Nevada","Uninsured.Share",NA,NA
"2587",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Hampshire","Total","Estimate",NA
"2588",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Hampshire","Total.Uninsured","Estimate",NA
"2589",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Hampshire","Uninsured.Share",NA,NA
"2590",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Jersey","Total","Estimate",NA
"2591",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Jersey","Total.Uninsured","Estimate",NA
"2592",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Jersey","Uninsured.Share",NA,NA
"2593",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Mexico","Total","Estimate",NA
"2594",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Mexico","Total.Uninsured","Estimate",NA
"2595",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.Mexico","Uninsured.Share",NA,NA
"2596",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.York","Total","Estimate",NA
"2597",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.York","Total.Uninsured","Estimate",NA
"2598",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.York","Uninsured.Share",NA,NA
"2599",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","North.Carolina","Total","Estimate",NA
"2600",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","North.Carolina","Total.Uninsured","Estimate",NA
"2601",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","North.Carolina","Uninsured.Share",NA,NA
"2602",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Ohio","Total","Estimate",NA
"2603",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Ohio","Total.Uninsured","Estimate",NA
"2604",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Ohio","Uninsured.Share",NA,NA
"2605",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oklahoma","Total","Estimate",NA
"2606",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oklahoma","Total.Uninsured","Estimate",NA
"2607",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oklahoma","Uninsured.Share",NA,NA
"2608",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oregon","Total","Estimate",NA
"2609",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oregon","Total.Uninsured","Estimate",NA
"2610",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oregon","Uninsured.Share",NA,NA
"2611",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Total","Estimate",NA
"2612",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Total.Uninsured","Estimate",NA
"2613",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Uninsured.Share",NA,NA
"2614",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Carolina","Total","Estimate",NA
"2615",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Carolina","Total.Uninsured","Estimate",NA
"2616",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Carolina","Uninsured.Share",NA,NA
"2617",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Dakota","Total","Estimate",NA
"2618",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Dakota","Total.Uninsured","Estimate",NA
"2619",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Dakota","Uninsured.Share",NA,NA
"2620",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Tennessee","Total","Estimate",NA
"2621",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Tennessee","Total.Uninsured","Estimate",NA
"2622",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Tennessee","Uninsured.Share",NA,NA
"2623",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Texas","Total","Estimate",NA
"2624",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Texas","Total.Uninsured","Estimate",NA
"2625",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Share",NA,NA
"2626",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Utah","Total","Estimate",NA
"2627",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Utah","Total.Uninsured","Estimate",NA
"2628",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Share",NA,NA
"2629",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Virginia","Total","Estimate",NA
"2630",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Virginia","Total.Uninsured","Estimate",NA
"2631",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Share",NA,NA
"2632",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Washington","Total","Estimate",NA
"2633",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Washington","Total.Uninsured","Estimate",NA
"2634",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Share",NA,NA
"2635",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total","Estimate",NA
"2636",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total.Uninsured","Estimate",NA
"2637",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Share",NA,NA
"2638",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total","Estimate",NA
"2639",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total.Uninsured","Estimate",NA
"2640",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Share",NA,NA
"2641",2019,"    Total household population","Alabama","Total","Estimate",4772154
"2642",2019,"    Total household population","Alabama","Total.Uninsured","Estimate",462479
"2643",2019,"    Total household population","Alabama","Uninsured.Share",NA,NA
"2644",2019,"    Total household population","Alaska","Total","Estimate",691414
"2645",2019,"    Total household population","Alaska","Total.Uninsured","Estimate",84479
"2646",2019,"    Total household population","Alaska","Uninsured.Share",NA,NA
"2647",2019,"    Total household population","Arizona","Total","Estimate",7097540
"2648",2019,"    Total household population","Arizona","Total.Uninsured","Estimate",798723
"2649",2019,"    Total household population","Arizona","Uninsured.Share",NA,NA
"2650",2019,"    Total household population","Arkansas","Total","Estimate",2928514
"2651",2019,"    Total household population","Arkansas","Total.Uninsured","Estimate",268862
"2652",2019,"    Total household population","Arkansas","Uninsured.Share",NA,NA
"2653",2019,"    Total household population","California","Total","Estimate",38587033
"2654",2019,"    Total household population","California","Total.Uninsured","Estimate",2975606
"2655",2019,"    Total household population","California","Uninsured.Share",NA,NA
"2656",2019,"    Total household population","Colorado","Total","Estimate",5615154
"2657",2019,"    Total household population","Colorado","Total.Uninsured","Estimate",450806
